ItemCode,AlternateItemCode,StyleCode,ProductType,Description,SubDescription,Measure,TillDescription,SuspendDate,DepartmentCode,SectionCode,SubSectionCode,ModelCode,SupplierCode,SupplierReference,LeadTime,PackSize,DirectDelivery,PrimaryBarcode,SeasonCode,BrandCode,RangeCode,StockGroupCode,ConcessionCode,PosGroupCode,StockCategoryCode1,StockCategoryCode2,AttributeGroup 1,AttributeCode 1,RangeCode1,RangeDetail1,RangeCode2,RangeDetail2,RangeCode3,RangeDetail3
9000001380,9000001380,,UNIT,MCMOO TARTAN PAINT 23CM WOODEN CLOCK,0/O/S,QUANTITY,Mcmoo Tartan Paint Wooden Cloc 0/O/S,,21,411,624,,81267,1910926,30,1,N,5.05513E+12,1,DCS,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001382,9000001382,,UNIT,MCMOO TARTAN PAINT LAP TRAY,0/O/S,QUANTITY,Mcmoo Tartan Paint Lap Tray 0/O/S,,21,411,624,,81267,2121574,30,1,N,5.05513E+12,1,DCS,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001384,9000001384,,UNIT,MCMOO TARTAN PAINT SOAP BAR BLUEBELL SCENT,0/O/S,QUANTITY,Mcmoo Tartan Paint Soap B/Bell 0/O/S,,21,411,624,,81267,2195551,30,1,N,5.05513E+12,1,DCS,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001385,9000001385,,UNIT,MCMOO TARTAN PAINT WOODEN WALL PLAQUE,0/O/S,QUANTITY,Mcmoo Tartan Paint Wooden Wall 0/O/S,,21,411,624,,81267,1937428,30,1,N,5.05513E+12,1,DCS,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001389,9000001389,,UNIT,MEDITERRANEAN PLATES COTTON TEATOWEL,0/O/S,QUANTITY,Mediterranean Plates Teatowel 0/O/S,,21,411,626,,81069,2193571,30,1,N,5.01473E+12,1,ULW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001390,9000001390,,UNIT,MEDITERRANEAN PLATES POT MAT,0/O/S,QUANTITY,Mediterranean Plates Pot Mat 0/O/S,,21,411,626,,81069,2193557,30,1,N,5.01473E+12,1,ULW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001393,9000001393,,UNIT,MEDIUM PASTRY BRUSH 18CM,0/O/S,QUANTITY,Medium Pastry Brush 18Cm 0/O/S,,21,411,614,,81088,2195407,30,1,N,5.02618E+12,1,EDI,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001395,9000001395,,UNIT,MELAMINE 27CM DINNER PLATE 4 ASSTD COLOURS - PLAIN,0/O/S,QUANTITY,Melamine 27Cm Dinner Plate 4 A 0/O/S,,21,413,641,,80845,1566093,30,1,N,8.7192E+12,1,AIS,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001396,9000001396,,UNIT,MELAMINE CASSEROLE STAND ROSE DESIGN,0/O/S,QUANTITY,Melamine CaSSerole Stand Rose 0/O/S,,21,411,624,,81267,2109992,30,1,N,5.0284E+12,1,DCS,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001397,9000001397,,UNIT,MELITTA EASYTOP FILTER COFFEE MACHINE WITH TIMER,0/O/S,QUANTITY,Melitta Easytop Filter Coffee 0/O/S,,21,412,634,,81089,2287638,30,1,N,4.00651E+12,1,EPE,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001399,9000001399,,UNIT,MIC MT CATS WAITS,0/O/S,QUANTITY,Mic Mt Cats Waits 0/O/S,,21,411,624,,81069,2238029,30,1,N,5.01473E+12,1,ULW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001400,9000001400,,UNIT,MICRO MITT DOTTY SHEEP,0/O/S,QUANTITY,Micro Mitt Dotty Sheep 0/O/S,,21,411,626,,81069,2217703,30,1,N,5.01473E+12,1,ULW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001401,9000001401,,UNIT,MICRO MITT KITTY CATS,0/O/S,QUANTITY,Micro Mitt Kitty Cats 0/O/S,,21,411,626,,81069,2209371,30,1,N,5.01473E+12,1,ULW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001402,9000001402,,UNIT,MICRO MITT MUTLEY CREW,0/O/S,QUANTITY,Micro Mitt Mutley Crew 0/O/S,,21,411,626,,81069,2209289,30,1,N,5.01473E+12,1,ULW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001403,9000001403,,UNIT,MICRO MITT RHS SPFL,0/O/S,QUANTITY,Micro Mitt Rhs Spfl 0/O/S,,21,411,624,,81069,2266541,30,1,N,5.01473E+12,1,ULW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001404,9000001404,,UNIT,MICROWAVE OMELETTE MAKER,0/O/S,QUANTITY,Microwave Omelette Maker 0/O/S,,21,411,611,,81088,2195445,30,1,N,5.05592E+12,1,EDI,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001405,9000001405,,UNIT,MIDNIGHT FLORAL 500ML SPORT BOTTLE,0/O/S,QUANTITY,Midnight Floral 500Ml Sport Bo 0/O/S,,21,411,624,,80845,2081946,30,1,N,5.01448E+12,1,AIS,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001410,9000001410,,UNIT,MINCE PIE PAN,0/O/S,QUANTITY,Mince Pie Pan 0/O/S,,21,411,614,,81088,1378238,30,1,N,5.06002E+12,1,EDI,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001411,9000001411,,UNIT,MINGIN CHINA MUG,0/O/S,QUANTITY,Mingin China Mug 0/O/S,,21,413,642,,81267,2195896,30,1,N,5.05513E+12,1,DCS,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001412,9000001412,,UNIT,MINI SILICONE FLAT WHISK,0/O/S,QUANTITY,*Mini Silicone Flat Whisk 0/O/S,,21,411,611,,81088,1200614,30,1,N,5.05274E+12,1,EDI,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001413,9000001413,,UNIT,MINI SILICONE FUNNELS,0/O/S,QUANTITY,Mini Silicone Funnels 0/O/S,,21,411,611,,81088,1200621,30,1,N,5.06002E+12,1,EDI,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001414,9000001414,,UNIT,MINI UMBRELLA ASSTD,0/O/S,QUANTITY,Mini Umbrella ASStd 0/O/S,,1,5,999,,81241,1883879,30,1,N,4.6103E+12,1,FAY,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001415,9000001415,,UNIT,MINT 500ML SPORT BOTTLE,0/O/S,QUANTITY,Mint 500Ml Sport Bottle 0/O/S,,21,411,624,,80845,2082035,30,1,N,5.01448E+12,1,AIS,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001416,9000001416,,UNIT,MISSING EWE LOOSE COASTER,0/O/S,QUANTITY,MiSSing Ewe Loose Coaster 0/O/S,,21,411,623,,81267,1919615,30,1,N,5.03868E+12,1,DCS,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001417,9000001417,,UNIT,MIX N MEASURE 16OZ,0/O/S,QUANTITY,Mix N Measure 16Oz 0/O/S,,21,411,610,,81088,2250304,30,1,N,6.86497E+12,1,EDI,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001418,9000001418,,UNIT,MOJITO COTTON TEATOWEL,0/O/S,QUANTITY,Mojito Cotton Teatowel 0/O/S,,21,411,626,,81069,2148014,30,1,N,5.01473E+12,1,ULW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001419,9000001419,,UNIT,MONACO CAFETIERE 3CUP COOL GREY,0/O/S,QUANTITY,Monaco Cafetiere 3Cup Cool Gre 0/O/S,,21,411,622,,81311,1976847,30,1,N,5.01156E+12,1,KIT,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001420,9000001420,,UNIT,MOON & ME CHARACTER LUNCH BAG,0/O/S,QUANTITY,Moon & Me Character Lunch Bag 0/O/S,,21,411,626,,81069,2193731,30,1,N,5.01473E+12,1,ULW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001421,9000001421,,UNIT,MORPHY RICHARDS BLUE BREEZE IRON,0/O/S,QUANTITY,M/Richards Blue Breeze Iron 0/O/S,,21,412,633,,81105,2146959,30,1,N,5.01183E+12,1,RKW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001422,9000001422,,UNIT,MORPHY RICHARDS BREEZE EASY REACH IRON,0/O/S,QUANTITY,Morphy Richards Breeze Easy 0/O/S,,21,412,633,,81105,2236315,30,1,N,5.01183E+12,1,RKW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001423,9000001423,,UNIT,MORPHY RICHARDS DIMENSIONS 6 CUP MUG TREE - BLACK,0/O/S,QUANTITY,Morphy Richards Dimensions 6 0/O/S,,21,411,617,,81105,2240794,30,1,N,5.01183E+12,1,RKW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001424,9000001424,,UNIT,MORPHY RICHARDS DIMENSIONS BREAD BIN - CREAM,0/O/S,QUANTITY,Morphy Richards Dimensions 0/O/S,,21,411,617,,81105,2240800,30,1,N,5.01183E+12,1,RKW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001425,9000001425,,UNIT,MORPHY RICHARDS DIMENSIONS BREAD BIN BLACK,0/O/S,QUANTITY,Morphy Richards Bread Bin 0/O/S,,21,411,611,,81105,2240763,30,1,N,5.01183E+12,1,RKW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001426,9000001426,,UNIT,MORPHY RICHARDS DIMENSIONS SET OF CANNISTERS- CREAM,0/O/S,QUANTITY,Morphy Richards Dimensions Set 0/O/S,,21,411,617,,81105,2240817,30,1,N,5.01183E+12,1,RKW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001427,9000001427,,UNIT,MORPHY RICHARDS DIMENSIONS TOWEL HOLDER BLACK,0/O/S,QUANTITY,Morphy Richards Dimensions 0/O/S,,21,411,624,,81105,2240787,30,1,N,5.01183E+12,1,RKW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001428,9000001428,,UNIT,MORPHY RICHARDS DIMESIONS SET OF CANNISTERS BLACK,0/O/S,QUANTITY,Morphy Richards Dimesions Set 0/O/S,,21,411,617,,81105,2240770,30,1,N,5.01183E+12,1,RKW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001429,9000001429,,UNIT,MORPHY RICHARDS DIMESNIONS TOWEL HOLDER - CREAM,0/O/S,QUANTITY,Morphy Richards Dimesnions 0/O/S,,21,411,624,,81105,2240824,30,1,N,5.01183E+12,1,RKW,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
9000001431,9000001431,,UNIT,MORPHY RICHARDS DUNE 2 SLICE TOASTER SAGE GREEN,0/O/S,QUANTITY,Morphy Richards Dune 2 Slice 0/O/S,,21,412,631,,81115,2229751,30,1,N,5.01183E+12,1,MOR,,,,1,,,,,COLOUR,0,SIZE ,O/S,,
